"id","wave","y","health","gender","age","edu","hinc"
"1289281453",2,3,5,1,60,6,4
"1289281183",2,3,3,1,70,NA,NA
"1289500725",2,3,4,2,58,6,11
"1288666345",2,NA,NA,2,42,NA,NA
"1289500643",2,3,4,1,68,6,6
"1289543721",2,2,3,1,65,6,7
"1289500641",2,4,5,1,55,4,11
"1289553395",2,1,4,1,24,6,5
"1289169603",2,2,3,1,74,4,4
"1289281437",2,3,3,1,71,4,5
"1286883351",2,4,3,1,53,5,NA
"1289590919",2,3,4,1,41,7,NA
"1289591461",2,3,4,2,21,3,NA
"1289123805",2,4,4,2,44,4,8
"1289327141",2,NA,NA,NA,NA,NA,NA
"1289629117",2,4,4,2,32,3,3
"1289327143",2,NA,4,1,73,6,4
"1289551753",2,4,4,1,64,7,6
"1289371341",2,2,3,1,72,6,2
"1289500639",2,3,4,1,29,NA,NA
"1289123563",2,4,4,2,45,4,4
"1289022253",2,2,NA,1,49,1,NA
"1289059543",2,3,4,2,34,6,4
"1289676959",2,1,4,2,30,7,NA
"1288555563",2,3,3,1,62,6,3
"1289452403",2,3,3,1,54,6,9
"1289281441",2,NA,NA,NA,NA,NA,NA
"1289682957",2,NA,NA,NA,NA,NA,NA
"1289327061",2,4,4,2,67,4,3
"1289682801",2,2,5,1,70,6,4
"1289500635",2,4,4,2,69,4,5
"1289207869",2,3,4,2,26,7,10
"1289716309",2,4,4,2,48,2,7
"1289685281",2,4,4,1,30,4,10
"1289281447",2,4,4,1,74,6,NA
"1289281431",2,4,5,1,69,6,7
"1289720445",2,NA,4,2,32,3,2
"1289719309",2,1,4,1,49,4,NA
"1289720487",2,4,4,2,43,6,4
"1289251875",2,3,5,1,67,4,4
"1289713711",2,2,4,1,72,6,NA
"1289734547",2,4,3,1,32,6,4
"1289729699",2,4,4,1,62,1,7
"1289419307",2,3,3,1,31,6,7
"1289022131",2,4,4,1,63,5,7
"1289775575",2,3,4,2,54,4,3
"1289281317",2,4,4,1,41,7,11
"1289192649",2,4,4,2,66,7,11
"1289685465",2,4,4,2,66,1,4
"1289040599",2,1,5,1,66,6,5
"1289719205",2,2,5,2,50,6,11
"1289500651",2,4,5,2,20,4,8
"1289856893",2,2,4,1,23,3,3
"1289638497",2,4,2,1,59,4,2
"1289895113",2,3,4,2,20,2,1
"1289123807",2,3,3,2,44,5,NA
"1289856899",2,4,5,1,30,6,10
"1289901123",2,4,4,2,35,6,8
"1289500663",2,3,5,2,32,1,5
"1289811721",2,4,4,2,47,7,11
"1289856671",2,4,5,2,35,7,9
"1289905739",2,3,3,2,61,4,5
"1289151285",2,3,3,2,49,5,9
"1289974839",2,1,5,2,20,2,7
"1289856761",2,4,4,2,33,6,4
"1289995335",2,3,5,2,26,7,6
"1290001011",2,3,3,1,58,4,7
"1290048341",2,2,4,1,75,2,NA
"1290048635",2,3,3,1,77,1,3
"1290143951",2,4,4,2,68,4,3
"1290186999",2,3,5,2,36,4,6
"1290224275",2,4,4,1,20,3,NA
"1290366953",2,4,NA,2,51,7,7
"1290384763",2,3,4,2,79,3,2
"1290529873",2,NA,NA,NA,NA,NA,NA
"1290785061",2,4,4,1,28,7,NA
"1290887767",2,NA,NA,NA,NA,NA,NA
"1290888817",2,3,4,2,56,7,11
"1290903879",2,4,2,1,57,6,3
"1290934839",2,4,2,1,58,6,5
"1290939373",2,3,2,1,69,4,4
"1290955311",2,2,2,1,69,1,3
"1290982997",2,4,2,1,46,4,3
"1290933331",2,4,4,2,37,4,11
"1290999125",2,4,4,1,26,6,7
"1290981737",2,2,5,1,48,1,NA
"1290982005",2,3,5,2,70,7,NA
"1290988237",2,4,3,2,60,6,5
"1289600651",2,3,3,2,58,4,6
"1290988743",2,4,4,1,51,3,NA
"1291030795",2,3,3,2,66,6,6
"1290933437",2,4,4,2,74,8,NA
"1289895925",2,4,5,2,27,3,5
"1291030791",2,3,3,1,76,6,NA
"1290939377",2,4,5,1,56,4,3
"1291030749",2,2,4,2,65,4,6
"1290933103",2,3,4,2,66,4,NA
"1291030811",2,1,4,1,72,6,NA
"1291030803",2,3,2,1,62,3,6
"1291058785",2,4,3,2,21,3,NA
"1291082949",2,4,3,1,21,2,1
"1291076549",2,4,3,2,59,6,11
"1290988729",2,2,5,2,23,6,2
"1273629877",2,4,3,2,79,5,8
"1291121925",2,3,2,2,65,5,3
"1291030771",2,NA,NA,NA,NA,NA,NA
"1291127903",2,1,3,2,47,4,7
"1291147235",2,3,5,1,56,5,11
"1291148849",2,4,3,2,64,5,6
"1291040751",2,2,3,1,30,5,5
"1291076583",2,3,4,2,67,2,3
"1291040595",2,2,5,2,57,7,11
"1291076847",2,3,3,2,68,6,5
"1291167533",2,3,4,2,69,6,5
"1289251917",2,3,4,1,30,7,5
"1290939145",2,4,4,2,59,6,8
"1291040309",2,3,3,2,56,4,9
"1288666529",2,4,4,1,26,4,11
"1291163733",2,2,4,2,50,6,5
"1289849559",2,4,5,2,54,2,7
"1289021999",2,1,3,2,60,6,11
"1291206873",2,3,4,2,71,4,6
"1289856875",2,3,3,2,66,4,4
"1291029369",2,NA,NA,NA,NA,NA,NA
"1291040753",2,3,3,1,31,4,8
"1291121921",2,3,4,1,55,5,NA
"1291219953",2,4,3,2,72,3,5
"1289419299",2,1,2,2,84,6,4
"1291040761",2,4,3,2,72,6,8
"1289340951",2,3,2,2,70,4,3
"1291216539",2,4,4,2,63,6,10
"1290981385",2,4,4,2,43,7,3
"1291257335",2,1,5,2,25,3,NA
"1289192647",2,3,3,2,67,6,6
"1290981745",2,4,5,2,61,1,8
"1291076643",2,2,5,2,69,6,NA
"1290981997",2,NA,NA,NA,NA,NA,NA
"1290888823",2,4,3,2,55,4,3
"1291260587",2,2,4,1,52,6,7
"1291030775",2,4,3,1,71,2,5
"1289151119",2,4,5,2,47,5,5
"1291040695",2,2,4,2,59,7,8
"1291040757",2,4,3,1,56,4,4
"1291077005",2,3,3,1,78,7,7
"1291040769",2,3,3,1,47,4,2
"1291121927",2,2,4,2,66,6,4
"1291030769",2,4,5,1,25,7,2
"1290933449",2,4,3,2,62,4,9
"1291299811",2,4,4,2,77,7,8
"1289856891",2,1,3,1,77,5,NA
"1291332997",2,NA,NA,2,31,NA,NA
"1291127163",2,4,3,2,54,7,6
"1291334601",2,3,2,1,67,7,NA
"1290938991",2,4,5,1,63,7,5
"1291331389",2,3,4,1,47,6,9
"1291040125",2,2,4,2,61,7,11
"1291231979",2,4,4,1,55,6,9
"1290888815",2,3,3,1,23,1,1
"1289856889",2,4,4,1,24,4,NA
"1290988671",2,4,5,1,56,5,6
"1291030753",2,3,2,2,62,5,2
"1291040763",2,4,3,2,55,6,9
"1291337157",2,4,3,2,25,6,1
"1291389957",2,3,4,2,77,7,6
"1291388569",2,3,4,1,30,6,NA
"1291405521",2,NA,4,1,24,5,1
"1291406037",2,1,5,2,32,2,3
"1290988685",2,3,3,2,55,3,3
"1291407747",2,4,4,2,76,5,8
"1291408431",2,4,3,2,71,4,4
"1290988807",2,3,3,2,69,7,NA
"1291121527",2,3,3,1,58,6,NA
"1291030783",2,4,4,2,64,1,5
"1289856879",2,4,3,1,56,4,10
"1291084131",2,4,2,2,61,7,4
"1291451557",2,4,2,2,69,4,2
"1289251915",2,4,5,2,73,4,3
"1291284453",2,3,4,1,26,6,8
"1291121933",2,4,4,1,25,7,3
"1291489707",2,4,4,2,42,3,7
"1291502871",2,4,2,1,25,6,1
"1291040775",2,NA,NA,NA,NA,NA,NA
"1291030779",2,3,5,2,72,3,5
"1291030761",2,4,3,1,70,2,4
"1290933455",2,3,3,1,54,8,NA
"1291163721",2,4,4,2,30,7,2
"1291040459",2,1,4,2,69,8,NA
"1290988667",2,3,5,1,58,4,8
"1291539979",2,4,4,2,64,4,6
"1289685429",2,NA,NA,NA,NA,NA,NA
"1291127911",2,4,4,2,27,4,8
"1291582047",2,4,2,1,24,7,1
"1290981885",2,3,5,2,46,4,4
"1291597013",2,3,3,1,36,6,2
"1291084947",2,4,4,1,33,7,2
"1290939265",2,3,4,1,45,5,NA
"1291030755",2,2,5,2,72,7,5
"1291076681",2,3,4,1,41,6,NA
"1291207011",2,NA,NA,1,55,5,NA
"1291121439",2,3,5,2,45,4,7
"1291524753",2,1,3,2,74,6,7
"1291627721",2,3,2,1,76,1,NA
"1288861133",2,NA,NA,NA,NA,NA,NA
"1290981637",2,3,4,2,67,4,6
"1291587135",2,3,4,2,66,6,NA
"1291665661",2,4,3,1,30,7,4
"1291621007",2,3,4,1,68,6,5
"1291300631",2,2,3,1,46,6,4
"1290988677",2,1,4,2,70,4,2
"1291489835",2,4,5,2,55,4,11
"1291524465",2,3,2,1,66,6,3
"1291127173",2,2,2,1,36,7,2
"1291736639",2,3,4,1,23,2,1
"1291029483",2,3,5,1,57,2,5
"1291718313",2,3,3,2,53,4,5
"1291671605",2,NA,NA,1,42,NA,NA
"1290939283",2,3,4,1,66,6,5
"1291127871",2,4,5,1,77,4,2
"1291621005",2,4,4,1,67,1,NA
"1291408459",2,3,4,1,76,6,6
"1291725929",2,4,3,1,74,2,3
"1289500667",2,3,5,2,75,1,4
"1291671751",2,1,3,1,69,5,2
"1290938751",2,3,4,2,45,7,7
"1290987503",2,3,4,2,48,6,9
"1291030733",2,4,4,1,50,6,8
"1291587063",2,4,5,2,70,6,8
"1291725723",2,4,5,1,54,5,9
"1289895921",2,3,5,1,26,6,4
"1291798373",2,4,4,2,24,5,8
"1291541347",2,3,5,2,22,2,3
"1291582773",2,4,5,1,47,6,5
"1291765799",2,2,2,1,55,1,9
"1291084817",2,3,3,1,42,6,4
"1291805491",2,4,3,2,33,7,3
"1290988527",2,4,1,1,52,7,4
"1291771169",2,4,4,2,25,1,NA
"1291825173",2,4,3,1,71,7,7
"1291859463",2,2,5,2,27,5,NA
"1289767875",2,4,5,2,63,4,5
"1291671749",2,4,4,1,75,6,7
"1291621003",2,3,5,1,61,7,11
"1291760755",2,NA,NA,NA,NA,NA,NA
"1291408485",2,4,3,2,44,7,11
"1291216071",2,3,4,1,43,6,10
"1291785739",2,3,3,2,62,4,7
"1291040415",2,NA,5,1,61,6,NA
"1289251913",2,3,4,1,61,6,9
"1291040373",2,4,3,1,68,6,NA
"1291163535",2,1,4,2,56,6,6
"1290933241",2,2,2,2,51,4,3
"1291030351",2,4,5,2,54,6,6
"1291216383",2,2,5,1,63,6,5
"1291489831",2,3,3,2,67,6,10
"1291984245",2,3,4,1,34,NA,3
"1291766081",2,NA,NA,NA,NA,NA,NA
"1291766077",2,3,3,2,72,6,6
"1289500637",2,2,3,1,66,5,4
"1290988699",2,3,3,1,20,5,NA
"1291973573",2,2,4,1,74,6,3
"1291621001",2,4,5,1,68,6,8
"1292073371",2,3,4,1,44,4,4
"1292034615",2,4,2,2,56,7,11
"1292073469",2,NA,NA,2,26,NA,NA
"1291040773",2,4,2,1,63,6,3
"1291171003",2,4,4,2,57,4,3
"1291206649",2,2,2,2,60,1,7
"1291586773",2,3,2,2,67,4,NA
"1291984915",2,4,4,2,60,7,11
"1292076677",2,NA,NA,NA,NA,NA,NA
"1291760699",2,4,3,2,38,4,8
"1291216535",2,4,4,2,63,5,4
"1292116169",2,2,5,1,71,7,7
"1292034609",2,4,4,2,73,7,7
"1292126145",2,3,3,2,62,6,NA
"1292116167",2,3,4,1,51,7,NA
"1292166927",2,4,4,2,25,6,2
"1291933507",2,3,4,2,44,4,6
"1290988653",2,3,3,1,74,5,2
"1292073391",2,3,4,2,46,5,8
"1291127517",2,4,4,1,48,4,10
"1289895923",2,3,4,1,44,5,5
"1292073291",2,4,2,1,59,7,3
"1291489447",2,4,4,1,38,1,2
"1289059173",2,3,NA,2,42,6,9
"1292126713",2,NA,3,2,70,4,NA
"1292381075",2,3,4,1,65,7,NA
"1291170999",2,3,3,2,22,2,11
"1292899921",2,3,3,1,48,5,NA
"1293011879",2,4,4,2,24,4,6
"1293157475",2,3,4,2,29,6,2
"1293157321",2,3,3,1,27,6,4
"1290888837",2,2,5,1,70,4,2
"1292073499",2,4,3,2,57,4,9
"1288914305",2,4,4,2,52,6,10
"1289585867",2,4,3,2,39,5,9
"1291216263",2,4,4,1,59,6,4
"1291077003",2,4,5,1,25,6,3
"1293083961",2,4,3,1,57,6,8
"1291163723",2,3,3,2,55,4,5
"1293451105",2,NA,NA,NA,NA,NA,NA
"1291206793",2,3,4,2,42,7,11
"1291937661",2,2,5,2,77,6,7
"1293503933",2,4,5,2,57,6,5
"1290879691",2,NA,NA,NA,NA,NA,NA
"1291806121",2,4,4,2,65,7,11
"1291171441",2,2,4,2,61,5,6
"1291368363",2,2,3,2,65,6,4
"1293159553",2,4,4,2,50,6,8
"1291671619",2,4,4,2,42,1,5
"1291232005",2,4,4,1,37,6,8
"1291539785",2,4,4,2,72,4,NA
"1291524391",2,4,5,2,61,7,11
"1292126723",2,2,5,2,76,6,5
"1291076425",2,3,4,1,40,5,8
"1292162105",2,3,4,1,70,6,NA
"1291937509",2,NA,3,1,53,5,3
"1291170193",2,NA,4,1,30,7,4
"1291337155",2,NA,NA,NA,NA,NA,NA
"1293747059",2,3,4,2,24,2,2
"1291725927",2,2,5,2,51,4,NA
"1286443653",2,4,4,2,32,3,2
"1293753143",2,NA,NA,NA,NA,NA,NA
"1292034429",2,4,2,2,58,1,6
"1291937665",2,2,3,1,74,6,5
"1293231081",2,4,4,2,39,5,8
"1289021961",2,4,3,1,19,3,NA
"1293230955",2,4,4,2,63,4,10
"1293764517",2,NA,NA,NA,NA,NA,NA
"1291718449",2,3,4,1,18,1,7
"1293459237",2,4,4,2,34,7,11
"1293382385",2,3,4,2,40,4,4
"1293459175",2,4,5,2,61,1,8
"1293305175",2,1,4,2,59,7,7
"1292077549",2,3,5,1,27,3,4
"1293459067",2,3,4,1,59,7,5
"1291760765",2,2,4,2,58,4,4
"1293382311",2,4,5,2,68,7,9
"1293451555",2,4,4,2,54,4,9
"1293451627",2,4,3,1,40,6,2
"1293534213",2,2,5,1,24,7,1
"1293235129",2,NA,NA,NA,NA,NA,NA
"1293305071",2,4,4,2,36,6,9
"1288861213",2,1,5,1,47,5,NA
"1293814493",2,3,4,1,53,6,3
"1293459241",2,3,3,1,56,4,3
"1293888203",2,2,4,2,40,7,6
"1293451621",2,4,4,2,77,4,3
"1293814485",2,1,4,1,65,6,6
"1293679597",2,4,4,2,54,1,8
"1293943621",2,3,4,2,54,7,8
"1293554023",2,NA,5,1,69,5,5
"1293941705",2,3,2,1,54,6,NA
"1291076195",2,4,3,2,56,6,NA
"1293886525",2,NA,NA,NA,NA,NA,NA
"1293958467",2,3,4,2,72,1,3
"1293850361",2,4,2,1,37,NA,NA
"1293814431",2,NA,NA,NA,NA,NA,NA
"1293941795",2,3,4,2,55,7,7
"1293851329",2,3,5,2,50,1,NA
"1293849143",2,3,3,1,40,1,2
"1293887263",2,3,3,2,68,4,2
"1293814465",2,3,2,1,24,2,NA
"1293962593",2,4,2,1,51,6,3
"1293850381",2,4,5,2,46,7,NA
"1293886965",2,2,4,1,37,7,11
"1293996693",2,4,5,2,76,1,5
"1293995239",2,4,5,2,47,6,4
"1294026351",2,4,4,1,41,4,NA
"1294025511",2,2,4,1,66,6,4
"1293307861",2,2,4,2,45,7,4
"1293941751",2,4,3,1,39,1,6
"1294053125",2,3,3,1,62,2,3
"1293814475",2,2,4,1,72,NA,5
"1293962019",2,4,5,1,70,6,4
"1293887309",2,1,4,1,70,6,2
"1294059705",2,4,3,1,63,5,11
"1294126967",2,3,4,2,54,6,9
"1293943039",2,4,5,2,39,6,8
"1293943455",2,3,3,2,53,6,7
"1293588733",2,2,4,1,46,2,7
"1294059681",2,3,5,1,53,5,6
"1293996705",2,3,4,1,48,4,NA
"1293850383",2,4,4,1,69,6,3
"1293850911",2,4,4,2,36,7,11
"1293995399",2,2,5,2,62,3,7
"1293961993",2,3,4,1,56,4,3
"1293962001",2,NA,3,1,28,6,8
"1293678701",2,3,5,1,65,6,10
"1293459157",2,NA,NA,NA,NA,NA,NA
"1293850371",2,2,4,1,44,7,11
"1293962029",2,2,4,2,57,6,11
"1294085691",2,4,3,2,49,1,4
"1293235047",2,4,4,1,73,7,NA
"1293850999",2,3,4,1,70,4,5
"1293941791",2,NA,NA,NA,NA,NA,NA
"1293850345",2,3,4,1,37,6,10
"1294094857",2,4,4,1,19,1,NA
"1293451631",2,4,4,1,61,5,NA
"1294126973",2,4,2,1,48,6,5
"1293850333",2,3,5,1,35,7,8
"1294025033",2,3,4,2,54,4,7
"1293850507",2,4,4,1,37,4,4
"1293887293",2,4,5,2,64,4,8
"1293451617",2,4,2,2,53,3,4
"1293638421",2,4,3,1,71,7,9
"1289021923",2,2,4,1,81,6,6
"1293231001",2,4,4,1,72,6,5
"1294422857",2,3,4,1,48,1,NA
"1293850743",2,1,4,1,48,7,NA
"1293962121",2,3,3,1,51,4,3
"1293962637",2,4,4,2,51,3,3
"1294385741",2,2,4,2,73,7,11
"1294025077",2,1,3,1,39,6,6
"1294059695",2,NA,4,2,51,8,3
"1293813387",2,3,4,2,39,6,4
"1293814439",2,NA,NA,NA,NA,NA,NA
"1270984455",2,2,4,1,76,5,3
"1293850697",2,3,4,1,57,7,11
"1294209993",2,4,1,2,39,4,NA
"1293961989",2,3,3,2,63,2,NA
"1293814411",2,3,2,1,65,6,3
"1293679579",2,4,4,1,44,5,7
"1293996725",2,3,3,1,57,NA,NA
"1294059691",2,NA,5,1,73,6,3
"1293961615",2,4,2,2,46,3,2
"1293849597",2,NA,NA,NA,NA,NA,NA
"1293815489",2,1,3,2,44,5,2
"1293814435",2,4,5,1,24,6,11
"1294597843",2,3,4,2,64,4,8
"1293813861",2,NA,NA,NA,NA,NA,NA
"1293815395",2,4,4,2,55,6,NA
"1294158589",2,1,4,1,52,7,NA
"1292073471",2,2,3,2,44,2,9
"1293998065",2,3,4,2,64,6,11
"1293886545",2,1,3,2,53,7,NA
"1293231113",2,3,3,1,66,4,2
"1295233297",2,4,3,1,39,4,3
"1293887277",2,3,3,1,41,7,9
"1293941723",2,NA,NA,NA,NA,NA,NA
"1295285621",2,3,4,1,57,4,5
"1293378947",2,4,5,1,36,1,3
"1293850379",2,4,2,2,62,6,9
"1293961995",2,4,4,1,59,6,6
"1293813761",2,2,5,1,67,1,6
"1295373679",2,4,4,2,50,4,NA
"1293941775",2,4,3,2,52,6,NA
"1295342893",2,4,4,2,58,5,5
"1295373671",2,4,4,2,63,4,5
"1290932923",2,3,3,2,57,7,NA
"1293961991",2,4,5,1,60,4,11
"1294059847",2,3,3,1,52,5,3
"1293588685",2,4,5,2,55,6,6
"1294025079",2,2,5,1,69,6,8
"1293850373",2,4,5,1,48,4,9
"1295434823",2,4,4,1,37,4,3
"1295446045",2,4,4,2,56,4,8
"1295434829",2,4,5,2,55,7,11
"1295545143",2,NA,5,1,54,NA,NA
"1293812271",2,NA,5,1,68,6,6
"1293887311",2,4,3,1,64,6,4
"1295552841",2,4,3,1,64,4,2
"1293961999",2,4,5,1,69,1,3
"1293887577",2,3,3,1,55,4,9
"1293850795",2,3,4,1,77,6,NA
"1293962533",2,4,NA,1,45,2,NA
"1293997795",2,3,3,1,74,1,2
"1293814423",2,NA,NA,NA,NA,NA,NA
"1293638507",2,3,4,2,58,7,NA
"1293937671",2,2,5,1,55,4,9
"1293996721",2,2,3,1,45,6,3
"1295434749",2,4,3,2,74,6,4
"1295651433",2,2,2,1,52,6,4
"1294023885",2,4,4,2,33,8,7
"1293940113",2,3,4,1,61,4,7
"1295687531",2,3,5,2,25,2,3
"1293887265",2,NA,4,2,63,7,NA
"1288999657",2,4,3,1,33,4,3
"1294209989",2,3,3,1,47,7,4
"1293942899",2,4,4,2,45,6,5
"1293533931",2,3,3,2,74,1,3
"1295342913",2,3,3,2,72,4,3
"1293812429",2,3,4,1,43,4,NA
"1295692039",2,4,5,1,61,6,9
"1294059701",2,4,3,2,58,7,5
"1293996737",2,3,4,2,52,1,3
"1293814409",2,4,2,1,67,7,5
"1293996747",2,NA,NA,NA,NA,NA,NA
"1291163527",2,4,3,2,40,6,6
"1295778839",2,1,4,2,77,6,5
"1295673643",2,3,2,1,65,7,3
"1295829199",2,NA,NA,NA,NA,NA,NA
"1291663301",2,4,4,1,63,2,5
"1293850355",2,2,4,2,23,7,3
"1293996313",2,NA,NA,NA,NA,NA,NA
"1295697973",2,4,3,2,59,6,6
"1293887281",2,4,4,1,30,5,5
"1291831133",2,4,3,1,36,4,6
"1293850359",2,1,5,1,52,4,7
"1293962011",2,3,4,1,51,6,9
"1293887275",2,3,4,1,65,7,4
"1293814491",2,2,4,2,61,7,11
"1293996699",2,4,5,1,50,6,10
"1293814731",2,4,3,2,53,4,7
"1296004697",2,4,4,2,47,4,9
"1293888223",2,1,5,2,60,7,3
"1289723693",2,4,3,1,36,5,7
"1296051499",2,4,3,2,33,1,6
"1295997547",2,1,4,1,44,4,6
"1296084367",2,3,4,1,34,6,7
"1295342899",2,NA,NA,NA,NA,NA,NA
"1293942297",2,3,5,1,57,6,NA
"1293887283",2,3,4,1,69,6,8
"1296127797",2,4,3,1,56,5,8
"1293814427",2,4,5,2,45,7,8
"1295498851",2,NA,NA,NA,NA,NA,NA
"1296128379",2,2,4,2,73,1,5
"1296121847",2,1,4,2,65,4,3
"1296063129",2,3,5,1,27,5,3
"1296158719",2,3,3,1,44,6,7
"1296163403",2,3,5,1,48,5,10
"1296157963",2,4,5,1,63,6,5
"1295997549",2,3,4,1,60,4,11
"1294025081",2,4,4,1,51,1,4
"1296196605",2,3,3,2,72,1,3
"1296188567",2,3,3,2,50,2,NA
"1296201509",2,4,4,2,37,7,7
"1295342909",2,4,4,2,42,7,7
"1296121841",2,4,5,1,70,1,2
"1296243345",2,4,4,2,21,2,4
"1295373665",2,4,3,1,57,3,10
"1293812663",2,3,3,2,25,5,3
"1296188569",2,3,4,2,37,6,8
"1296279935",2,NA,NA,NA,NA,NA,NA
"1296234029",2,NA,NA,NA,NA,NA,NA
"1296246671",2,NA,NA,NA,NA,NA,NA
"1296082017",2,1,2,1,43,1,5
"1289600411",2,4,4,1,35,7,4
"1293814949",2,4,5,2,42,4,8
"1296280013",2,2,4,1,39,7,11
"1296289565",2,4,4,1,67,6,7
"1296376673",2,NA,NA,NA,NA,NA,NA
"1296365649",2,1,5,2,36,4,NA
"1296188643",2,4,2,1,50,6,10
"1293888033",2,4,3,1,38,6,2
"1296319213",2,1,4,2,42,6,10
"1293996741",2,3,5,2,58,6,8
"1296201515",2,4,4,1,67,4,NA
"1296330769",2,2,3,2,48,4,7
"1296444369",2,3,5,1,20,2,NA
"1296289573",2,3,5,2,33,6,2
"1296459599",2,4,4,2,35,7,NA
"1296330835",2,NA,3,2,50,7,NA
"1296188651",2,4,4,2,24,2,3
"1293850387",2,NA,NA,NA,NA,NA,NA
"1296457583",2,3,5,2,45,7,11
"1296493851",2,3,5,2,52,2,11
"1296289571",2,NA,3,2,57,4,NA
"1296496313",2,3,4,2,20,3,3
"1296535025",2,NA,5,2,53,5,NA
"1296319147",2,3,5,1,24,2,2
"1296037707",2,2,4,2,44,6,10
"1296531345",2,3,3,2,47,5,3
"1291887787",2,2,3,1,67,5,NA
"1296319151",2,3,4,1,45,7,3
"1296537831",2,NA,2,2,52,4,3
"1296574565",2,3,4,1,48,5,4
"1296537839",2,3,5,2,55,6,9
"1295342895",2,3,5,1,64,5,5
"1296590645",2,2,3,1,35,5,5
"1296574559",2,3,4,2,54,6,NA
"1296537833",2,3,3,1,61,6,NA
"1296246673",2,NA,NA,2,34,6,4
"1296121867",2,4,5,2,28,7,3
"1296590647",2,3,3,1,73,4,NA
"1296457567",2,4,3,2,39,8,11
"1295392467",2,1,3,1,33,6,4
"1296621005",2,NA,4,2,36,2,7
"1296449801",2,3,2,1,40,1,4
"1296873223",2,NA,NA,NA,NA,NA,NA
"1295602765",2,4,2,2,42,1,3
"1296620873",2,3,4,2,40,8,11
"1296449809",2,4,4,1,30,7,NA
"1296574537",2,4,4,2,42,6,5
"1296246647",2,3,3,1,72,1,6
"1297352241",2,3,4,2,38,7,11
"1296409037",2,3,3,1,34,2,NA
"1296142049",2,4,4,1,64,6,3
"1296188645",2,4,4,2,49,6,11
"1293851343",2,3,5,2,42,6,11
"1295673593",2,3,4,1,22,2,NA
"1296531333",2,3,4,1,73,1,NA
"1297505081",2,2,4,1,70,6,NA
"1297504893",2,4,3,1,48,4,2
"1296279995",2,4,4,2,78,4,3
"1293851349",2,4,4,2,53,5,11
"1297645307",2,4,2,1,35,1,NA
"1293235051",2,4,3,1,83,6,NA
"1297719529",2,NA,NA,NA,NA,NA,NA
"1296037721",2,NA,3,2,41,NA,NA
"1297648231",2,3,4,1,48,7,11
"1297776737",2,NA,4,1,24,2,NA
"1297440665",2,3,5,1,58,2,8
"1296378433",2,3,4,1,55,6,5
"1297629025",2,4,4,1,26,7,4
"1296246657",2,NA,NA,NA,NA,NA,NA
"1293997343",2,4,4,2,56,5,11
"1296063121",2,3,3,1,30,4,2
"1296006607",2,4,2,1,64,6,3
"1289849591",2,2,3,2,80,4,4
"1296496305",2,4,3,1,71,5,2
"1298191897",2,4,4,2,69,7,7
"1296246649",2,3,4,2,52,4,9
"1296489811",2,2,5,1,42,6,6
"1298263559",2,NA,NA,NA,NA,NA,NA
"1298628601",2,3,4,2,24,6,7
"1296590643",2,4,4,2,45,4,5
"1296531343",2,3,5,1,64,6,5
"1296457679",2,4,4,2,35,6,4
"1296537849",2,4,5,1,39,1,9
"1296409015",2,4,4,2,43,6,5
"1293997203",2,3,4,2,38,4,NA
"1296537859",2,NA,NA,NA,NA,NA,NA
"1298891523",2,4,4,2,43,8,10
"1298738323",2,3,4,2,54,6,10
"1298926845",2,3,4,2,53,4,NA
"1296590541",2,3,4,2,46,5,11
"1298825785",2,NA,NA,NA,NA,NA,NA
"1298926839",2,NA,NA,NA,NA,NA,NA
"1296280001",2,3,4,1,61,6,NA
"1299064299",2,3,5,2,37,2,NA
"1296620997",2,4,3,2,34,4,NA
"1298628815",2,4,2,2,37,1,4
"1299153969",2,3,5,1,52,6,11
"1297380617",2,4,5,1,52,6,5
"1299167423",2,4,4,2,45,7,7
"1286165837",2,NA,NA,NA,NA,NA,NA
"1299315725",2,4,5,1,51,6,11
"1299312885",2,4,5,1,37,2,2
"1297620691",2,NA,NA,NA,NA,NA,NA
"1298797743",2,NA,5,1,55,6,5
"1299312857",2,3,4,2,42,3,3
"1299419901",2,4,5,2,45,5,6
"1298891521",2,4,4,2,56,7,11
"1296590639",2,NA,NA,NA,NA,NA,NA
"1299502547",2,NA,NA,2,29,6,NA
"1299312877",2,2,4,2,74,6,6
"1299387871",2,3,3,1,75,1,3
"1296408917",2,3,2,1,46,1,4
"2078880504",2,4,4,1,32,6,2
"1298797737",2,NA,NA,NA,NA,NA,NA
"1299266125",2,2,3,2,24,2,NA
"1297956853",2,3,4,2,59,7,NA
"1298891529",2,4,4,2,27,6,2
"1288936313",2,3,3,2,70,5,7
"1291121929",2,3,5,1,74,6,NA
"1300465049",2,2,4,2,41,2,10
"1299387947",2,3,3,1,42,6,7
"1294126989",2,4,3,1,69,7,8
"1299495833",2,4,4,1,37,4,NA
"1296378427",2,3,5,2,49,6,8
"1300665663",2,4,4,2,46,4,7
"1300860797",2,NA,3,2,30,NA,NA
"1300562937",2,3,5,2,53,5,10
"1300802951",2,3,4,1,41,5,5
"1296590547",2,4,3,2,48,6,5
"1298628887",2,4,2,2,53,6,7
"1300774461",2,2,3,1,73,5,4
"1301006269",2,4,4,2,79,4,NA
"1299495839",2,2,3,1,50,4,6
"1299419897",2,1,4,1,66,4,NA
"1301089739",2,3,5,1,31,3,7
"1300924629",2,3,3,1,31,5,6
"1300593193",2,4,4,1,31,4,3
"1301136279",2,4,4,2,30,7,4
